sampno,vehno,trip,startplace,endplace,startgpsplaceid,endgpsplaceid,newgpslist
1155144,1,2.5,REDACTED,REDACTED,13.0,18.0,"14, 15, 16, 17"
1155144,1,3.0,REDACTED,REDACTED,18.0,20.0,19
1155144,1,4.0,REDACTED,REDACTED,20.0,21.0,
1155144,1,5.0,REDACTED,REDACTED,21.0,23.0,22
1155144,1,6.0,REDACTED,REDACTED,23.0,24.0,
1155158,1,1.0,REDACTED,REDACTED,1.0,2.0,
1155158,1,2.0,REDACTED,REDACTED,2.0,3.0,
1155158,1,3.0,REDACTED,REDACTED,,,
1155158,1,4.0,REDACTED,REDACTED,3.0,4.0,
1155158,1,5.0,REDACTED,REDACTED,4.0,5.0,
1155158,1,6.0,REDACTED,REDACTED,5.0,6.0,
1155158,1,7.0,REDACTED,REDACTED,6.0,7.0,
1155158,1,8.0,REDACTED,REDACTED,,,
1155158,1,9.0,REDACTED,REDACTED,7.0,8.0,
1155158,1,10.0,REDACTED,REDACTED,8.0,9.0,
1155158,2,1.0,REDACTED,REDACTED,1.0,2.0,
1155158,2,2.0,REDACTED,REDACTED,,,
1156622,1,1.0,REDACTED,REDACTED,1.0,2.0,
1156622,1,2.0,REDACTED,REDACTED,2.0,3.0,
1156622,1,3.0,REDACTED,REDACTED,3.0,4.0,
1156622,1,4.0,REDACTED,REDACTED,4.0,5.0,
1156622,1,5.0,REDACTED,REDACTED,5.0,6.0,
1156622,1,6.0,REDACTED,REDACTED,6.0,7.0,
1156622,2,1.0,REDACTED,REDACTED,1.0,2.0,
1156622,2,2.0,REDACTED,REDACTED,2.0,3.0,
1156732,1,1.0,REDACTED,REDACTED,1.0,2.0,
1156732,1,2.0,REDACTED,REDACTED,2.0,3.0,
1156732,2,1.0,REDACTED,REDACTED,1.0,2.0,
1156732,2,2.0,REDACTED,REDACTED,2.0,3.0,
1156732,2,3.0,REDACTED,REDACTED,3.0,4.0,
1156732,2,4.0,REDACTED,REDACTED,4.0,5.0,
1156732,2,5.0,REDACTED,REDACTED,5.0,6.0,
1156732,2,6.0,REDACTED,REDACTED,6.0,7.0,
1156732,2,7.0,REDACTED,REDACTED,7.0,9.0,8
1156732,2,8.0,REDACTED,REDACTED,9.0,11.0,10
1157183,2,1.0,REDACTED,REDACTED,1.0,2.0,
1157183,2,2.0,REDACTED,REDACTED,2.0,4.0,3
1157183,3,1.0,REDACTED,REDACTED,1.0,2.0,
1157183,3,2.0,REDACTED,REDACTED,2.0,3.0,
1157183,3,3.0,REDACTED,REDACTED,3.0,4.0,
1157183,3,4.0,REDACTED,REDACTED,4.0,5.0,
1157183,3,4.5,REDACTED,REDACTED,5.0,6.0,
1157183,3,5.0,REDACTED,REDACTED,6.0,7.0,
1157183,3,6.0,REDACTED,REDACTED,7.0,9.0,8
1157183,3,7.0,REDACTED,REDACTED,9.0,10.0,
1157183,3,8.0,REDACTED,REDACTED,10.0,11.0,
1157183,3,9.0,REDACTED,REDACTED,11.0,12.0,
1157183,3,10.0,REDACTED,REDACTED,12.0,13.0,
1157183,3,999.0,REDACTED,REDACTED,13.0,15.0,"14, 15"
1158232,1,1.0,REDACTED,REDACTED,1.0,2.0,
1158232,1,2.0,REDACTED,REDACTED,2.0,3.0,
1158232,1,3.0,REDACTED,REDACTED,3.0,5.0,4
1158232,2,1.0,REDACTED,REDACTED,1.0,2.0,
1158232,2,2.0,REDACTED,REDACTED,2.0,3.0,
1158552,1,1.0,REDACTED,REDACTED,1.0,2.0,
1158552,1,2.0,REDACTED,REDACTED,2.0,3.0,
1158552,1,3.0,REDACTED,REDACTED,3.0,4.0,
1158552,1,4.0,REDACTED,REDACTED,4.0,7.0,"5, 6"
1158552,1,5.0,REDACTED,REDACTED,7.0,8.0,
1158552,1,6.0,REDACTED,REDACTED,8.0,9.0,
1158552,2,1.0,REDACTED,REDACTED,1.0,2.0,
1158552,2,2.0,REDACTED,REDACTED,2.0,3.0,
1158552,2,3.0,REDACTED,REDACTED,3.0,4.0,
1158632,1,1.0,REDACTED,REDACTED,,,
1158632,1,2.0,REDACTED,REDACTED,,,
1158632,1,3.0,REDACTED,REDACTED,1.0,3.0,2
1158632,1,4.0,REDACTED,REDACTED,3.0,4.0,
1158632,3,1.0,REDACTED,REDACTED,1.0,2.0,
1158632,3,2.0,REDACTED,REDACTED,2.0,3.0,
1158632,3,3.0,REDACTED,REDACTED,3.0,4.0,
1158632,3,4.0,REDACTED,REDACTED,4.0,5.0,
1158632,3,5.0,REDACTED,REDACTED,5.0,6.0,
1158632,3,6.0,REDACTED,REDACTED,6.0,7.0,
1158877,1,1.0,REDACTED,REDACTED,1.0,2.0,
1158877,1,1.5,REDACTED,REDACTED,2.0,3.0,
1158877,1,2.0,REDACTED,REDACTED,3.0,6.0,"4, 5"
1158877,1,3.0,REDACTED,REDACTED,6.0,7.0,
1159003,1,1.0,REDACTED,REDACTED,1.0,2.0,
1159003,1,2.0,REDACTED,REDACTED,2.0,3.0,
1159003,1,3.0,REDACTED,REDACTED,3.0,4.0,
1159003,1,4.0,REDACTED,REDACTED,4.0,5.0,
1159003,1,5.0,REDACTED,REDACTED,5.0,6.0,
1159003,1,6.0,REDACTED,REDACTED,6.0,7.0,
1159003,1,7.0,REDACTED,REDACTED,7.0,8.0,
1159003,1,8.0,REDACTED,REDACTED,8.0,9.0,
1159003,1,9.0,REDACTED,REDACTED,9.0,10.0,
1159003,1,9.5,REDACTED,REDACTED,10.0,11.0,
1159003,1,10.0,REDACTED,REDACTED,11.0,12.0,
1159003,1,11.0,REDACTED,REDACTED,12.0,13.0,
1159003,1,12.0,REDACTED,REDACTED,13.0,14.0,
1178633,1,1.0,REDACTED,REDACTED,1.0,2.0,
1178633,1,2.0,REDACTED,REDACTED,2.0,3.0,
1178633,1,3.0,REDACTED,REDACTED,3.0,4.0,
1178633,1,4.0,REDACTED,REDACTED,4.0,5.0,
1178633,2,1.0,REDACTED,REDACTED,1.0,2.0,
1178633,2,2.0,REDACTED,REDACTED,2.0,3.0,
1178633,2,3.0,REDACTED,REDACTED,3.0,4.0,
1178633,2,4.0,REDACTED,REDACTED,4.0,5.0,
1178633,2,5.0,REDACTED,REDACTED,5.0,6.0,
1178633,2,6.0,REDACTED,REDACTED,6.0,7.0,
1178633,2,7.0,REDACTED,REDACTED,,,
1178633,2,8.0,REDACTED,REDACTED,8.0,9.0,
1178633,2,9.0,REDACTED,REDACTED,9.0,10.0,
1179644,1,1.0,REDACTED,REDACTED,1.0,2.0,
1179644,1,2.0,REDACTED,REDACTED,2.0,3.0,
1186814,1,1.0,REDACTED,REDACTED,1.0,2.0,
1186814,1,2.0,REDACTED,REDACTED,2.0,3.0,
1186814,1,3.0,REDACTED,REDACTED,3.0,5.0,4
1186814,1,4.0,REDACTED,REDACTED,5.0,6.0,
1186814,1,5.0,REDACTED,REDACTED,6.0,7.0,
1186814,1,6.0,REDACTED,REDACTED,7.0,8.0,
1190101,1,1.0,REDACTED,REDACTED,1.0,2.0,
1190101,1,2.0,REDACTED,REDACTED,2.0,4.0,3
1190101,1,3.0,REDACTED,REDACTED,,,
1190101,1,4.0,REDACTED,REDACTED,,,
1190101,1,5.0,REDACTED,REDACTED,,,
1207379,1,1.0,REDACTED,REDACTED,,,
1207379,1,2.0,REDACTED,REDACTED,,,
1207379,1,3.0,REDACTED,REDACTED,,,
1207379,1,4.0,REDACTED,REDACTED,,,
1207379,1,5.0,REDACTED,REDACTED,1.0,2.0,
1207379,1,6.0,REDACTED,REDACTED,2.0,3.0,
1207379,1,7.0,REDACTED,REDACTED,3.0,4.0,
1208803,1,1.0,REDACTED,REDACTED,1.0,2.0,
1208803,1,2.0,REDACTED,REDACTED,2.0,3.0,
1208803,1,3.0,REDACTED,REDACTED,3.0,4.0,
1208803,1,4.0,REDACTED,REDACTED,4.0,5.0,
2647188,2,4.0,REDACTED,REDACTED,4.0,5.0,
1209027,1,1.0,REDACTED,REDACTED,1.0,2.0,
1209027,1,2.0,REDACTED,REDACTED,2.0,3.0,
1209027,1,3.0,REDACTED,REDACTED,3.0,4.0,
1209027,1,4.0,REDACTED,REDACTED,4.0,5.0,
1209027,1,5.0,REDACTED,REDACTED,5.0,6.0,
1209027,1,6.0,REDACTED,REDACTED,6.0,7.0,
1209027,1,7.0,REDACTED,REDACTED,,,
1209027,1,8.0,REDACTED,REDACTED,,,
1374265,2,2.0,REDACTED,REDACTED,,,
1375576,1,1.0,REDACTED,REDACTED,1.0,2.0,
1375576,1,2.0,REDACTED,REDACTED,2.0,3.0,
1375576,1,3.0,REDACTED,REDACTED,3.0,4.0,
1375576,1,4.0,REDACTED,REDACTED,4.0,6.0,5
1375576,1,5.0,REDACTED,REDACTED,6.0,10.0,"7, 8, 9"
1375576,1,6.0,REDACTED,REDACTED,10.0,11.0,
1375576,2,3.0,REDACTED,REDACTED,,,
1375576,2,4.0,REDACTED,REDACTED,,,
1376484,1,1.0,REDACTED,REDACTED,1.0,2.0,
1376484,1,2.0,REDACTED,REDACTED,2.0,3.0,
1376484,1,3.0,REDACTED,REDACTED,3.0,4.0,
1376484,1,4.0,REDACTED,REDACTED,4.0,5.0,
1376484,1,5.0,REDACTED,REDACTED,5.0,6.0,
1387013,1,1.0,REDACTED,REDACTED,1.0,2.0,
1387013,1,2.0,REDACTED,REDACTED,2.0,3.0,
1387013,1,3.0,REDACTED,REDACTED,3.0,4.0,
1387013,1,4.0,REDACTED,REDACTED,4.0,5.0,
1387013,1,5.0,REDACTED,REDACTED,5.0,6.0,
1387013,1,6.0,REDACTED,REDACTED,6.0,9.0,"7, 8"
1387013,1,7.0,REDACTED,REDACTED,9.0,10.0,
1387013,1,8.0,REDACTED,REDACTED,10.0,11.0,
1387013,1,9.0,REDACTED,REDACTED,11.0,12.0,
1387013,2,1.0,REDACTED,REDACTED,1.0,2.0,
1387013,2,2.0,REDACTED,REDACTED,2.0,3.0,
1387013,2,3.0,REDACTED,REDACTED,,,
1390363,1,1.0,REDACTED,REDACTED,1.0,2.0,
1390363,1,2.0,REDACTED,REDACTED,2.0,3.0,
1390363,1,3.0,REDACTED,REDACTED,3.0,4.0,
1390363,1,4.0,REDACTED,REDACTED,4.0,6.0,5
1390363,1,5.0,REDACTED,REDACTED,6.0,7.0,
1390543,1,1.0,REDACTED,REDACTED,1.0,2.0,
1390543,1,2.0,REDACTED,REDACTED,2.0,3.0,
1402529,2,1.0,REDACTED,REDACTED,1.0,3.0,2
1407588,1,1.0,REDACTED,REDACTED,1.0,2.0,
1407588,1,2.0,REDACTED,REDACTED,2.0,3.0,
1411889,2,1.0,REDACTED,REDACTED,1.0,2.0,
1411889,2,2.0,REDACTED,REDACTED,2.0,3.0,
1256261,1,2.0,REDACTED,REDACTED,1.0,2.0,
1256261,1,3.0,REDACTED,REDACTED,2.0,3.0,
1256261,1,4.0,REDACTED,REDACTED,3.0,4.0,
1256261,1,5.0,REDACTED,REDACTED,4.0,5.0,
1256261,1,6.0,REDACTED,REDACTED,5.0,6.0,
1260457,2,1.0,REDACTED,REDACTED,1.0,2.0,
1260457,2,2.0,REDACTED,REDACTED,2.0,3.0,
1260457,2,3.0,REDACTED,REDACTED,3.0,5.0,4
1260457,2,4.0,REDACTED,REDACTED,5.0,6.0,
1264399,1,1.0,REDACTED,REDACTED,1.0,2.0,
1264399,1,2.0,REDACTED,REDACTED,2.0,3.0,
1264399,2,1.0,REDACTED,REDACTED,1.0,2.0,
1264399,2,2.0,REDACTED,REDACTED,2.0,3.0,
1264399,2,3.0,REDACTED,REDACTED,3.0,4.0,
1264399,2,4.0,REDACTED,REDACTED,4.0,5.0,
1264399,2,5.0,REDACTED,REDACTED,5.0,6.0,
1264399,2,6.0,REDACTED,REDACTED,6.0,7.0,
1264982,1,1.0,REDACTED,REDACTED,1.0,2.0,
1264982,1,2.0,REDACTED,REDACTED,2.0,4.0,3
1264982,1,3.0,REDACTED,REDACTED,4.0,5.0,
1282541,1,1.0,REDACTED,REDACTED,1.0,2.0,
1282541,1,2.0,REDACTED,REDACTED,2.0,4.0,3
1282541,1,3.0,REDACTED,REDACTED,4.0,5.0,
1282541,1,4.0,REDACTED,REDACTED,5.0,6.0,
1290034,1,1.0,REDACTED,REDACTED,1.0,2.0,
1290034,1,2.0,REDACTED,REDACTED,2.0,3.0,
1290034,1,3.0,REDACTED,REDACTED,3.0,4.0,
1290034,1,4.0,REDACTED,REDACTED,4.0,5.0,
1290034,1,5.0,REDACTED,REDACTED,5.0,6.0,
1290034,1,6.0,REDACTED,REDACTED,6.0,7.0,
1290034,1,7.0,REDACTED,REDACTED,7.0,8.0,
1290034,1,8.0,REDACTED,REDACTED,8.0,9.0,
1295325,1,1.0,REDACTED,REDACTED,1.0,2.0,
1295325,1,2.0,REDACTED,REDACTED,2.0,3.0,
1295325,1,3.0,REDACTED,REDACTED,3.0,4.0,
1295325,1,4.0,REDACTED,REDACTED,4.0,5.0,
1295325,1,4.5,REDACTED,REDACTED,5.0,6.0,
1295325,1,5.0,REDACTED,REDACTED,6.0,7.0,
1295325,1,6.0,REDACTED,REDACTED,7.0,8.0,
1295325,1,7.0,REDACTED,REDACTED,8.0,9.0,
1295325,1,8.0,REDACTED,REDACTED,9.0,10.0,
1295325,1,9.0,REDACTED,REDACTED,10.0,11.0,
1309284,1,1.0,REDACTED,REDACTED,1.0,2.0,
1309284,1,2.0,REDACTED,REDACTED,2.0,3.0,
1309284,1,3.0,REDACTED,REDACTED,3.0,4.0,
2143234,2,2.0,REDACTED,REDACTED,2.0,3.0,
1309284,1,4.0,REDACTED,REDACTED,4.0,5.0,
1309284,1,5.0,REDACTED,REDACTED,5.0,6.0,
1309284,1,6.0,REDACTED,REDACTED,6.0,7.0,
1309284,1,999.0,REDACTED,REDACTED,7.0,8.0,8
1318928,1,1.0,REDACTED,REDACTED,1.0,2.0,
1318928,1,2.0,REDACTED,REDACTED,2.0,3.0,
1318928,1,3.0,REDACTED,REDACTED,3.0,4.0,
1318928,1,4.0,REDACTED,REDACTED,4.0,5.0,
1319784,1,1.0,REDACTED,REDACTED,1.0,2.0,
1319784,1,2.0,REDACTED,REDACTED,2.0,3.0,
1319784,3,1.0,REDACTED,REDACTED,1.0,2.0,
1319784,3,2.0,REDACTED,REDACTED,2.0,3.0,
1319784,3,3.0,REDACTED,REDACTED,3.0,4.0,
1320244,1,1.0,REDACTED,REDACTED,1.0,2.0,
1320244,1,2.0,REDACTED,REDACTED,2.0,3.0,
1320244,1,3.0,REDACTED,REDACTED,3.0,4.0,
1320244,1,4.0,REDACTED,REDACTED,4.0,5.0,
1320244,1,5.0,REDACTED,REDACTED,5.0,6.0,
1321768,1,1.0,REDACTED,REDACTED,1.0,2.0,
1321768,1,2.0,REDACTED,REDACTED,2.0,3.0,
1321768,1,3.0,REDACTED,REDACTED,3.0,4.0,
1321768,1,4.0,REDACTED,REDACTED,4.0,5.0,
1321768,1,5.0,REDACTED,REDACTED,5.0,6.0,
1321768,1,6.0,REDACTED,REDACTED,6.0,7.0,
1321768,1,7.0,REDACTED,REDACTED,,,
1321768,1,8.0,REDACTED,REDACTED,7.0,8.0,
1321768,1,9.0,REDACTED,REDACTED,8.0,9.0,
1321768,1,10.0,REDACTED,REDACTED,9.0,10.0,
1325736,1,1.0,REDACTED,REDACTED,1.0,2.0,
1325736,1,2.0,REDACTED,REDACTED,2.0,3.0,
1325736,1,3.0,REDACTED,REDACTED,3.0,4.0,
1325736,1,4.0,REDACTED,REDACTED,4.0,5.0,
1325736,1,5.0,REDACTED,REDACTED,5.0,6.0,
1325736,1,6.0,REDACTED,REDACTED,6.0,7.0,
1330361,1,1.0,REDACTED,REDACTED,1.0,2.0,
1330361,1,1.5,REDACTED,REDACTED,2.0,4.0,3
1330361,1,2.0,REDACTED,REDACTED,4.0,5.0,
1333141,1,1.0,REDACTED,REDACTED,1.0,2.0,
1333141,1,2.0,REDACTED,REDACTED,2.0,3.0,
1339275,1,1.0,REDACTED,REDACTED,1.0,2.0,
1339275,1,2.0,REDACTED,REDACTED,2.0,3.0,
1339275,1,3.0,REDACTED,REDACTED,3.0,4.0,
1339275,1,4.0,REDACTED,REDACTED,4.0,5.0,
1339275,1,5.0,REDACTED,REDACTED,5.0,7.0,6
1339275,1,6.0,REDACTED,REDACTED,7.0,9.0,8
1346841,1,1.0,REDACTED,REDACTED,1.0,2.0,
1346841,1,2.0,REDACTED,REDACTED,2.0,3.0,
1353726,1,1.0,REDACTED,REDACTED,1.0,2.0,
1353726,1,2.0,REDACTED,REDACTED,2.0,3.0,
1353726,1,3.0,REDACTED,REDACTED,3.0,4.0,
1353726,1,4.0,REDACTED,REDACTED,4.0,5.0,
1353726,1,5.0,REDACTED,REDACTED,5.0,6.0,
1353726,1,6.0,REDACTED,REDACTED,6.0,7.0,
1353726,1,6.5,REDACTED,REDACTED,7.0,9.0,8
1353726,1,7.0,REDACTED,REDACTED,9.0,10.0,
1353726,1,8.0,REDACTED,REDACTED,10.0,11.0,
1353726,1,999.0,REDACTED,REDACTED,11.0,15.0,"12, 13, 14, 15"
1356673,3,1.0,REDACTED,REDACTED,1.0,4.0,"2, 3"
1356673,3,2.0,REDACTED,REDACTED,4.0,14.0,"5, 6, 7, 8, 9, 10, 11, 12, 13"
1365783,1,1.0,REDACTED,REDACTED,1.0,2.0,
1365783,1,1.5,REDACTED,REDACTED,2.0,10.0,"3, 4, 5, 6, 7, 8, 9"
1365783,1,2.0,REDACTED,REDACTED,10.0,11.0,
1374265,1,1.0,REDACTED,REDACTED,1.0,2.0,
1374265,1,2.0,REDACTED,REDACTED,2.0,3.0,
1374265,1,2.5,REDACTED,REDACTED,3.0,5.0,4
1374265,1,3.0,REDACTED,REDACTED,5.0,6.0,
1374265,1,3.5,REDACTED,REDACTED,6.0,7.0,
1374265,1,4.0,REDACTED,REDACTED,7.0,8.0,
1374265,1,5.0,REDACTED,REDACTED,8.0,9.0,
1374265,1,6.0,REDACTED,REDACTED,9.0,10.0,
1374265,2,1.0,REDACTED,REDACTED,1.0,2.0,
1772847,2,2.0,REDACTED,REDACTED,2.0,3.0,
1772847,2,3.0,REDACTED,REDACTED,3.0,4.0,
1772847,2,4.0,REDACTED,REDACTED,4.0,5.0,
1772847,2,5.0,REDACTED,REDACTED,5.0,6.0,
1773708,1,1.0,REDACTED,REDACTED,1.0,2.0,
1773708,1,2.0,REDACTED,REDACTED,2.0,3.0,
1773708,1,3.0,REDACTED,REDACTED,3.0,4.0,
1773708,1,4.0,REDACTED,REDACTED,4.0,5.0,
1773708,1,5.0,REDACTED,REDACTED,5.0,6.0,
1775272,1,1.0,REDACTED,REDACTED,1.0,2.0,
1775272,1,2.0,REDACTED,REDACTED,2.0,3.0,
1775272,1,3.0,REDACTED,REDACTED,3.0,4.0,
1775272,1,4.0,REDACTED,REDACTED,4.0,6.0,5
1775272,1,5.0,REDACTED,REDACTED,6.0,7.0,
1775272,1,6.0,REDACTED,REDACTED,7.0,8.0,
1776019,1,1.0,REDACTED,REDACTED,1.0,2.0,
1776019,1,2.0,REDACTED,REDACTED,2.0,3.0,
1776019,1,3.0,REDACTED,REDACTED,3.0,5.0,4
1776019,1,4.0,REDACTED,REDACTED,5.0,6.0,
1776019,1,5.0,REDACTED,REDACTED,6.0,7.0,
1776019,1,6.0,REDACTED,REDACTED,7.0,8.0,
1776019,1,7.0,REDACTED,REDACTED,8.0,9.0,
1776019,1,8.0,REDACTED,REDACTED,9.0,10.0,
1776019,1,9.0,REDACTED,REDACTED,10.0,11.0,
1776019,1,10.0,REDACTED,REDACTED,11.0,12.0,
2215330,1,2.0,REDACTED,REDACTED,2.0,3.0,
1776019,1,11.0,REDACTED,REDACTED,12.0,15.0,"13, 14"
1776019,2,1.0,REDACTED,REDACTED,1.0,2.0,
1776019,2,2.0,REDACTED,REDACTED,2.0,3.0,
1817256,1,1.0,REDACTED,REDACTED,1.0,2.0,
1817256,1,2.0,REDACTED,REDACTED,2.0,3.0,
1817256,1,3.0,REDACTED,REDACTED,3.0,4.0,
1817256,1,4.0,REDACTED,REDACTED,4.0,6.0,5
1831201,1,1.0,REDACTED,REDACTED,7.0,8.0,
1831201,1,2.0,REDACTED,REDACTED,8.0,9.0,
1831201,1,2.5,REDACTED,REDACTED,9.0,11.0,10
1831201,1,3.0,REDACTED,REDACTED,11.0,12.0,
1831201,1,4.0,REDACTED,REDACTED,12.0,13.0,
1843302,1,1.0,REDACTED,REDACTED,1.0,2.0,
1843302,1,2.0,REDACTED,REDACTED,2.0,3.0,
1843302,1,3.0,REDACTED,REDACTED,3.0,4.0,
1843302,1,4.0,REDACTED,REDACTED,4.0,6.0,5
1843302,1,5.0,REDACTED,REDACTED,6.0,7.0,
1843302,2,1.0,REDACTED,REDACTED,1.0,2.0,
1843302,2,2.0,REDACTED,REDACTED,2.0,3.0,
1843302,2,3.0,REDACTED,REDACTED,3.0,5.0,4
1843302,2,4.0,REDACTED,REDACTED,5.0,6.0,
1843302,2,5.0,REDACTED,REDACTED,6.0,7.0,
1843302,2,6.0,REDACTED,REDACTED,7.0,8.0,
1843302,2,7.0,REDACTED,REDACTED,8.0,9.0,
1843677,2,1.0,REDACTED,REDACTED,1.0,2.0,
1843677,2,2.0,REDACTED,REDACTED,2.0,3.0,
1843677,2,3.0,REDACTED,REDACTED,3.0,4.0,
1844702,1,1.0,REDACTED,REDACTED,17.0,18.0,
1844702,1,2.0,REDACTED,REDACTED,18.0,19.0,
1844702,1,3.0,REDACTED,REDACTED,19.0,20.0,
1844702,1,4.0,REDACTED,REDACTED,20.0,21.0,
1844702,1,5.0,REDACTED,REDACTED,21.0,22.0,
1856374,1,1.0,REDACTED,REDACTED,1.0,2.0,
1856374,1,2.0,REDACTED,REDACTED,2.0,3.0,
1856374,1,3.0,REDACTED,REDACTED,3.0,4.0,
1856374,1,4.0,REDACTED,REDACTED,4.0,5.0,
1856374,2,1.0,REDACTED,REDACTED,1.0,2.0,
1856374,2,2.0,REDACTED,REDACTED,2.0,3.0,
1856374,3,1.0,REDACTED,REDACTED,1.0,2.0,
1856374,3,2.0,REDACTED,REDACTED,2.0,3.0,
1898041,1,-999.0,REDACTED,REDACTED,1.0,7.0,"1, 2, 3, 4, 5, 6"
1898041,1,1.0,REDACTED,REDACTED,7.0,8.0,
1898041,1,2.0,REDACTED,REDACTED,8.0,9.0,
1898041,1,3.0,REDACTED,REDACTED,9.0,10.0,
1898041,1,4.0,REDACTED,REDACTED,10.0,11.0,
1898041,1,5.0,REDACTED,REDACTED,11.0,12.0,
1898041,2,1.0,REDACTED,REDACTED,1.0,2.0,
1898041,2,1.5,REDACTED,REDACTED,2.0,4.0,3
1898041,2,2.0,REDACTED,REDACTED,4.0,5.0,
1898041,2,2.5,REDACTED,REDACTED,5.0,6.0,
1898041,2,3.0,REDACTED,REDACTED,6.0,7.0,
1898041,3,1.0,REDACTED,REDACTED,1.0,2.0,
1898041,3,2.0,REDACTED,REDACTED,2.0,3.0,
1898041,3,3.0,REDACTED,REDACTED,3.0,4.0,
1898041,3,4.0,REDACTED,REDACTED,4.0,7.0,"5, 6"
1898041,3,5.0,REDACTED,REDACTED,7.0,8.0,
1909198,1,1.0,REDACTED,REDACTED,1.0,2.0,
1909198,1,2.0,REDACTED,REDACTED,2.0,3.0,
1909198,1,3.0,REDACTED,REDACTED,3.0,4.0,
1909198,1,4.0,REDACTED,REDACTED,4.0,5.0,
1909198,1,5.0,REDACTED,REDACTED,5.0,6.0,
1909198,1,6.0,REDACTED,REDACTED,6.0,7.0,
1909198,1,7.0,REDACTED,REDACTED,7.0,8.0,
1909198,1,8.0,REDACTED,REDACTED,8.0,9.0,
1909198,1,9.0,REDACTED,REDACTED,9.0,10.0,
1909198,2,1.0,REDACTED,REDACTED,1.0,3.0,2
1909198,2,2.0,REDACTED,REDACTED,3.0,4.0,
1909198,2,3.0,REDACTED,REDACTED,4.0,5.0,
1909198,2,4.0,REDACTED,REDACTED,5.0,7.0,6
1909198,2,5.0,REDACTED,REDACTED,7.0,8.0,
1976414,1,1.0,REDACTED,REDACTED,1.0,2.0,
1976414,1,2.0,REDACTED,REDACTED,2.0,3.0,
1976414,1,3.0,REDACTED,REDACTED,3.0,4.0,
1976414,1,4.0,REDACTED,REDACTED,4.0,5.0,
1976414,1,5.0,REDACTED,REDACTED,5.0,6.0,
1976414,2,1.0,REDACTED,REDACTED,1.0,2.0,
1976414,2,2.0,REDACTED,REDACTED,2.0,3.0,
1987680,1,1.0,REDACTED,REDACTED,1.0,2.0,
1987680,1,2.0,REDACTED,REDACTED,2.0,3.0,
1987680,1,3.0,REDACTED,REDACTED,3.0,4.0,
1987680,1,4.0,REDACTED,REDACTED,4.0,5.0,
1987680,2,1.0,REDACTED,REDACTED,1.0,2.0,
1987680,2,2.0,REDACTED,REDACTED,2.0,3.0,
1987680,2,3.0,REDACTED,REDACTED,3.0,4.0,
1987680,2,4.0,REDACTED,REDACTED,4.0,5.0,
1987680,2,5.0,REDACTED,REDACTED,5.0,6.0,
1987680,3,1.0,REDACTED,REDACTED,1.0,2.0,
2016749,1,1.0,REDACTED,REDACTED,1.0,2.0,
2016749,1,2.0,REDACTED,REDACTED,2.0,3.0,
2016749,1,3.0,REDACTED,REDACTED,3.0,4.0,
2016749,1,4.0,REDACTED,REDACTED,4.0,5.0,
2022086,1,1.0,REDACTED,REDACTED,1.0,2.0,
2022086,1,2.0,REDACTED,REDACTED,2.0,3.0,
2022086,1,3.0,REDACTED,REDACTED,3.0,4.0,
2022086,1,3.5,REDACTED,REDACTED,4.0,5.0,
2022086,1,4.0,REDACTED,REDACTED,5.0,6.0,
2045487,1,1.0,REDACTED,REDACTED,,,
2045487,1,2.0,REDACTED,REDACTED,,,
2045487,1,3.0,REDACTED,REDACTED,1.0,2.0,
2045487,1,4.0,REDACTED,REDACTED,2.0,3.0,
2045487,2,1.0,REDACTED,REDACTED,,,
2045487,2,2.0,REDACTED,REDACTED,,,
2045487,2,3.0,REDACTED,REDACTED,,,
2045487,2,4.0,REDACTED,REDACTED,1.0,2.0,
2045487,2,5.0,REDACTED,REDACTED,2.0,3.0,
2045487,2,6.0,REDACTED,REDACTED,3.0,4.0,
2045487,2,7.0,REDACTED,REDACTED,4.0,5.0,
2045487,2,8.0,REDACTED,REDACTED,5.0,6.0,
2045487,2,9.0,REDACTED,REDACTED,6.0,7.0,
2045730,1,1.0,REDACTED,REDACTED,1.0,2.0,
2045730,1,2.0,REDACTED,REDACTED,2.0,3.0,
2045730,1,3.0,REDACTED,REDACTED,3.0,4.0,
2045730,1,4.0,REDACTED,REDACTED,4.0,5.0,
2045730,1,5.0,REDACTED,REDACTED,5.0,6.0,
2045730,1,6.0,REDACTED,REDACTED,6.0,7.0,
2045730,1,7.0,REDACTED,REDACTED,7.0,8.0,
2045730,1,8.0,REDACTED,REDACTED,8.0,9.0,
2045730,1,9.0,REDACTED,REDACTED,9.0,10.0,
2045730,1,10.0,REDACTED,REDACTED,10.0,11.0,
2045730,1,11.0,REDACTED,REDACTED,11.0,12.0,
2045730,2,1.0,REDACTED,REDACTED,1.0,2.0,
2045730,2,2.0,REDACTED,REDACTED,2.0,3.0,
2045730,2,3.0,REDACTED,REDACTED,3.0,4.0,
2045730,2,4.0,REDACTED,REDACTED,4.0,5.0,
2045730,3,1.0,REDACTED,REDACTED,1.0,2.0,
2045730,3,2.0,REDACTED,REDACTED,,,
2046304,2,1.0,REDACTED,REDACTED,1.0,2.0,
2046304,2,2.0,REDACTED,REDACTED,2.0,3.0,
2052046,1,1.0,REDACTED,REDACTED,1.0,2.0,
2052046,1,2.0,REDACTED,REDACTED,2.0,3.0,
2052046,1,3.0,REDACTED,REDACTED,3.0,4.0,
2052046,2,1.0,REDACTED,REDACTED,1.0,2.0,
