sampno,home_county_id,mpo_id,vehicle_count,vehicle_count_gps,travel_day1,gps_trips_td,gps_trips_27,diary_trips_td,gps_complete,diary_complete,gps_diary_complete,deldateid,nsdeliverable,geom
2268045,6101,15,2,2,2012-10-19 00:00:00,7,25,7,1,1,1,4,1,REDACTED
2487482,6111,3,2,2,2012-09-19 00:00:00,10,64,11,1,1,1,4,1,REDACTED
2510248,6095,10,2,2,2012-09-22 00:00:00,10,81,8,1,1,1,4,1,REDACTED
2526824,6097,8,2,2,2012-10-25 00:00:00,16,89,6,1,1,1,5,1,REDACTED
2561298,6075,11,1,1,2012-11-28 00:00:00,10,35,7,1,1,1,4,1,REDACTED
2576463,6067,15,3,2,2012-10-04 00:00:00,3,0,3,1,1,1,4,1,REDACTED
2577440,6023,20,2,2,2012-12-10 00:00:00,4,28,5,1,1,1,5,1,REDACTED
2592356,6097,8,3,3,2012-10-10 00:00:00,9,47,8,1,1,1,4,1,REDACTED
2594688,6053,23,3,2,2012-11-01 00:00:00,13,36,11,1,1,1,4,1,REDACTED
2601214,6023,20,2,2,2012-09-25 00:00:00,6,37,6,1,1,1,4,1,REDACTED
2611413,6073,14,3,3,2012-10-26 00:00:00,15,89,12,1,1,1,5,1,REDACTED
2621146,6067,15,2,2,2012-09-26 00:00:00,6,10,6,1,1,1,4,1,REDACTED
2642276,6059,2,4,3,2012-11-21 00:00:00,11,33,6,1,1,1,5,1,REDACTED
2643323,6067,15,1,1,2012-10-12 00:00:00,6,0,6,1,1,1,4,1,REDACTED
2643778,6067,15,1,1,2012-11-07 00:00:00,4,29,3,1,1,1,4,1,REDACTED
2653286,6019,22,2,2,2012-11-09 00:00:00,11,65,8,1,1,1,4,1,REDACTED
2662005,6037,3,1,1,2012-10-02 00:00:00,7,12,4,1,1,1,4,1,REDACTED
2758999,6037,3,2,2,2013-01-25 00:00:00,5,63,4,1,1,1,5,1,REDACTED
2759536,6037,3,3,3,2012-12-07 00:00:00,7,61,9,1,1,1,5,1,REDACTED
2949525,6019,22,2,2,2012-12-31 00:00:00,0,33,0,1,1,1,5,1,REDACTED
2953058,6047,24,3,2,2012-12-18 00:00:00,0,37,0,1,1,1,5,1,REDACTED
2957153,6039,22,2,2,2013-01-07 00:00:00,4,19,4,1,1,1,5,1,REDACTED
3014343,6069,23,1,1,2013-01-24 00:00:00,7,40,0,1,1,1,5,1,REDACTED
7202387,6091,17,1,1,2013-01-19 00:00:00,5,6,2,1,1,1,5,1,REDACTED
7203018,6091,17,4,3,2013-01-14 00:00:00,0,42,6,1,1,1,5,1,REDACTED
7203094,6091,17,2,2,2013-01-23 00:00:00,5,24,2,1,1,1,5,1,REDACTED
7203896,6105,18,2,2,2013-01-15 00:00:00,3,25,3,1,1,1,5,1,REDACTED
7204105,6105,18,2,2,2013-01-23 00:00:00,15,20,14,1,1,1,5,1,REDACTED
7209067,6035,17,3,3,2013-01-29 00:00:00,22,79,6,1,1,1,5,1,REDACTED
1035198,6071,4,3,3,2012-05-22 00:00:00,20,88,7,1,1,1,3,1,REDACTED
1044414,6013,6,1,1,2012-05-11 00:00:00,8,59,8,1,1,1,2,1,REDACTED
1051649,6037,3,4,3,2012-05-07 00:00:00,9,63,6,1,1,1,2,1,REDACTED
1120935,6093,18,2,2,2012-03-05 00:00:00,12,37,11,1,1,1,1,1,REDACTED
1123227,6109,29,2,2,2012-02-05 00:00:00,0,16,0,1,1,1,1,1,REDACTED
1125585,6085,13,2,2,2012-02-07 00:00:00,5,32,5,1,1,1,1,1,REDACTED
1130487,6081,12,2,2,2012-02-03 00:00:00,8,27,7,1,1,1,1,1,REDACTED
1132564,6027,30,1,1,2012-02-06 00:00:00,5,0,4,1,1,1,1,1,REDACTED
1134039,6035,17,1,1,2012-03-08 00:00:00,0,0,0,1,1,1,1,1,REDACTED
1139416,6059,2,1,1,2012-03-02 00:00:00,5,32,4,1,1,1,1,1,REDACTED
1140006,6083,25,3,3,2012-02-09 00:00:00,7,0,8,1,1,1,1,1,REDACTED
1142708,6087,23,2,2,2012-02-09 00:00:00,6,1,2,1,1,1,1,1,REDACTED
1143815,6073,14,2,2,2012-04-08 00:00:00,0,85,0,1,1,1,2,1,REDACTED
1146678,6077,24,3,3,2012-03-30 00:00:00,11,32,8,1,1,1,2,1,REDACTED
1147504,6109,29,3,3,2012-02-15 00:00:00,6,2,7,1,1,1,1,1,REDACTED
1150191,6019,22,2,2,2012-04-15 00:00:00,10,122,12,1,1,1,4,1,REDACTED
1151794,6065,4,2,2,2012-04-01 00:00:00,0,38,0,1,1,1,2,1,REDACTED
1153377,6095,10,1,1,2012-02-13 00:00:00,0,7,0,1,1,1,1,1,REDACTED
1155144,6079,25,2,1,2012-05-08 00:00:00,15,54,6,1,1,1,3,1,REDACTED
1155158,6111,3,2,2,2012-02-15 00:00:00,9,23,12,1,1,1,1,1,REDACTED
1159003,6037,3,1,1,2012-02-15 00:00:00,13,58,12,1,1,1,1,1,REDACTED
1186814,6013,6,2,2,2012-03-16 00:00:00,7,17,6,1,1,1,1,1,REDACTED
1190101,6015,19,3,3,2012-02-17 00:00:00,3,0,7,1,1,1,3,1,REDACTED
1236363,6037,3,2,2,2012-03-07 00:00:00,3,43,10,1,1,1,3,1,REDACTED
1264982,6055,9,3,2,2012-02-18 00:00:00,4,35,3,1,1,1,1,1,REDACTED
1319784,6097,8,3,3,2012-02-24 00:00:00,5,40,5,1,1,1,1,1,REDACTED
1339275,6023,20,1,1,2012-05-17 00:00:00,8,44,6,1,1,1,2,1,REDACTED
1354121,6053,23,1,1,2012-06-21 00:00:00,0,24,0,1,1,1,3,1,REDACTED
1387013,6025,1,2,2,2012-02-17 00:00:00,13,0,12,1,1,1,1,1,REDACTED
1437535,6067,15,2,2,2012-03-21 00:00:00,8,66,7,1,1,1,1,1,REDACTED
1437575,6051,30,2,2,2012-03-23 00:00:00,0,15,0,1,1,1,1,1,REDACTED
1466133,6037,3,3,1,2012-03-26 00:00:00,6,30,0,1,1,1,3,1,REDACTED
1532601,6097,8,2,2,2012-04-29 00:00:00,6,103,5,1,1,1,2,1,REDACTED
1680806,6101,15,1,1,2012-06-08 00:00:00,3,4,4,1,1,1,3,1,REDACTED
1682285,6001,5,1,1,2012-09-02 00:00:00,0,12,0,1,1,1,3,1,REDACTED
1687233,6037,3,2,2,2012-08-10 00:00:00,3,28,3,1,1,1,3,1,REDACTED
1693087,6019,22,2,2,2012-08-08 00:00:00,6,29,6,1,1,1,3,1,REDACTED
1699031,6059,2,2,2,2012-06-01 00:00:00,8,11,8,1,1,1,2,1,REDACTED
1707867,6059,2,1,1,2012-07-19 00:00:00,13,47,12,1,1,1,3,1,REDACTED
1710984,6085,13,4,3,2012-06-07 00:00:00,2,0,0,1,1,1,3,1,REDACTED
1722424,6037,3,1,1,2012-07-04 00:00:00,0,10,0,1,1,1,3,1,REDACTED
1726782,6081,12,4,2,2012-06-27 00:00:00,9,44,9,1,1,1,3,1,REDACTED
1729827,6057,16,4,3,2012-06-12 00:00:00,16,31,3,1,1,1,3,1,REDACTED
1740787,6099,24,1,1,2012-08-14 00:00:00,0,0,0,1,1,1,3,1,REDACTED
1746498,6059,2,2,2,2012-06-08 00:00:00,2,39,2,1,1,1,3,1,REDACTED
1757501,6037,3,2,2,2012-05-31 00:00:00,17,117,9,1,1,1,3,1,REDACTED
1763198,6097,8,1,1,2012-06-10 00:00:00,6,39,6,1,1,1,3,1,REDACTED
1771163,6065,4,4,3,2012-08-10 00:00:00,55,71,22,1,1,1,4,1,REDACTED
1775272,6071,4,3,3,2012-07-01 00:00:00,8,131,6,1,1,1,3,1,REDACTED
1843677,6041,7,2,2,2012-07-16 00:00:00,3,9,3,1,1,1,3,1,REDACTED
1909198,6037,3,4,3,2012-07-09 00:00:00,16,91,14,1,1,1,3,1,REDACTED
1976414,6061,15,2,2,2012-07-21 00:00:00,7,35,7,1,1,1,3,1,REDACTED
2022086,6013,6,1,1,2012-07-24 00:00:00,5,15,4,1,1,1,3,1,REDACTED
2046304,6029,22,2,1,2012-08-24 00:00:00,2,3,2,1,1,1,3,1,REDACTED
2052046,6037,3,2,2,2012-10-09 00:00:00,11,26,8,1,1,1,4,1,REDACTED
2079870,6037,3,1,1,2012-07-08 00:00:00,0,11,0,1,1,1,3,1,REDACTED
2091575,6037,3,2,2,2012-07-29 00:00:00,0,31,0,1,1,1,3,1,REDACTED
2093623,6037,3,2,2,2012-10-24 00:00:00,7,46,6,1,1,1,4,1,REDACTED
2093665,6037,3,1,1,2012-07-08 00:00:00,4,20,4,1,1,1,3,1,REDACTED
2094759,6037,3,2,2,2012-10-03 00:00:00,8,49,8,1,1,1,4,1,REDACTED
2102763,6037,3,2,2,2012-10-20 00:00:00,16,23,12,1,1,1,4,1,REDACTED
2109168,6037,3,1,1,2012-11-06 00:00:00,0,1,0,1,1,1,4,1,REDACTED
2112938,6037,3,1,1,2012-09-29 00:00:00,0,67,0,1,1,1,4,1,REDACTED
2131756,6053,23,2,2,2012-10-07 00:00:00,0,35,0,1,1,1,4,1,REDACTED
2143234,6059,2,2,2,2012-10-14 00:00:00,2,72,2,1,1,1,4,1,REDACTED
2160062,6059,2,3,3,2012-09-13 00:00:00,7,76,7,1,1,1,3,1,REDACTED
2171118,6065,4,2,2,2012-10-17 00:00:00,9,66,8,1,1,1,4,1,REDACTED
2172179,6065,4,2,2,2012-10-30 00:00:00,17,102,17,1,1,1,5,1,REDACTED
2179333,6067,15,2,2,2012-10-21 00:00:00,4,42,4,1,1,1,4,1,REDACTED
2183999,6071,4,2,2,2012-09-12 00:00:00,9,57,8,1,1,1,4,1,REDACTED
2194348,6071,4,1,1,2012-07-11 00:00:00,4,46,4,1,1,1,3,1,REDACTED
2194710,6073,14,3,3,2012-09-06 00:00:00,28,89,22,1,1,1,3,1,REDACTED
2195394,6073,14,1,1,2012-08-22 00:00:00,3,15,3,1,1,1,3,1,REDACTED
2199289,6073,14,3,2,2012-09-21 00:00:00,9,32,5,1,1,1,4,1,REDACTED
2203100,6075,11,2,2,2012-10-31 00:00:00,6,25,5,1,1,1,4,1,REDACTED
2218485,6079,25,7,3,2012-07-02 00:00:00,13,40,13,1,1,1,3,1,REDACTED
2236330,6083,25,2,2,2012-07-10 00:00:00,0,36,0,1,1,1,3,1,REDACTED
2239007,6085,13,1,1,2012-09-14 00:00:00,5,17,5,1,1,1,3,1,REDACTED
2246809,6087,23,3,2,2012-07-14 00:00:00,2,25,2,1,1,1,3,1,REDACTED
2259514,6097,8,2,2,2012-10-26 00:00:00,3,46,2,1,1,1,4,1,REDACTED
2264830,6099,24,3,3,2012-07-23 00:00:00,9,67,12,1,1,1,3,1,REDACTED
2266571,6099,24,2,2,2012-07-25 00:00:00,7,9,6,1,1,1,3,1,REDACTED
2513557,6059,2,3,2,2012-09-23 00:00:00,2,47,2,1,1,1,4,1,REDACTED
2518082,6095,10,2,2,2012-09-25 00:00:00,0,15,0,1,1,1,4,1,REDACTED
2518996,6085,13,3,3,2012-10-30 00:00:00,14,70,14,1,1,1,5,1,REDACTED
2527373,6019,22,1,1,2012-11-21 00:00:00,34,58,3,1,1,1,5,1,REDACTED
2527998,6073,14,4,3,2013-01-09 00:00:00,10,41,14,1,1,1,5,1,REDACTED
2552758,6081,12,2,2,2012-11-20 00:00:00,10,63,6,1,1,1,4,1,REDACTED
2562300,6089,26,1,1,2012-09-23 00:00:00,5,42,5,1,1,1,4,1,REDACTED
2564708,6013,6,1,1,2012-11-29 00:00:00,4,25,4,1,1,1,4,1,REDACTED
2569231,6037,3,2,2,2012-11-14 00:00:00,8,69,8,1,1,1,5,1,REDACTED
2569979,6065,4,2,2,2012-10-07 00:00:00,3,100,2,1,1,1,5,1,REDACTED
2588463,6085,13,2,2,2012-11-04 00:00:00,9,73,9,1,1,1,4,1,REDACTED
2597985,6085,13,2,1,2012-09-30 00:00:00,11,63,11,1,1,1,4,1,REDACTED
2609398,6081,12,2,1,2012-09-20 00:00:00,2,49,9,1,1,1,4,1,REDACTED
2614633,6097,8,1,1,2012-09-28 00:00:00,4,27,2,1,1,1,4,1,REDACTED
2638244,6013,6,2,2,2012-09-22 00:00:00,20,83,16,1,1,1,5,1,REDACTED
2643742,6067,15,2,2,2012-11-20 00:00:00,11,56,9,1,1,1,5,1,REDACTED
2645047,6071,4,3,3,2012-11-21 00:00:00,14,65,7,1,1,1,4,1,REDACTED
2647188,6037,3,2,2,2012-10-06 00:00:00,19,57,14,1,1,1,4,1,REDACTED
2649003,6073,14,2,2,2012-11-19 00:00:00,9,35,12,1,1,1,4,1,REDACTED
2654851,6085,13,3,3,2012-11-12 00:00:00,11,54,11,1,1,1,4,1,REDACTED
2720349,6037,3,3,3,2013-01-01 00:00:00,0,3,0,1,1,1,5,1,REDACTED
2826327,6065,4,1,1,2013-01-11 00:00:00,8,13,8,1,1,1,5,1,REDACTED
2943742,6029,22,3,3,2013-01-06 00:00:00,4,27,3,1,1,1,5,1,REDACTED
2951975,6047,24,2,2,2012-12-06 00:00:00,9,66,7,1,1,1,4,1,REDACTED
2954351,6039,22,3,3,2012-12-11 00:00:00,18,118,12,1,1,1,5,1,REDACTED
2959995,6019,22,2,2,2012-12-16 00:00:00,3,47,3,1,1,1,5,1,REDACTED
2964861,6019,22,1,1,2012-12-27 00:00:00,7,0,7,1,1,1,5,1,REDACTED
2967627,6019,22,2,2,2013-01-21 00:00:00,5,2,4,1,1,1,5,1,REDACTED
3029527,6047,24,2,2,2013-01-17 00:00:00,5,23,6,1,1,1,5,1,REDACTED
3029751,6099,24,2,2,2013-01-02 00:00:00,0,0,0,1,1,1,5,1,REDACTED
3069471,6007,26,2,2,2012-12-21 00:00:00,0,6,0,1,1,1,5,1,REDACTED
7200837,6017,15,3,2,2013-01-11 00:00:00,0,31,0,1,1,1,5,1,REDACTED
2233056,6083,25,2,2,2012-08-02 00:00:00,12,42,12,1,1,1,4,2,REDACTED
2252043,6089,26,2,1,2012-11-04 00:00:00,0,28,0,1,1,1,4,2,REDACTED
